@relation InitialSetByLHS

@attribute executorTerminationTimeoutMillis numeric
@attribute maxConnections numeric
@attribute maxKeepAliveRequests numeric
@attribute connectionTimeout numeric
@attribute acceptorThreadCount numeric
@attribute minSpareThreads numeric
@attribute asyncTimeout numeric
@attribute socketBuffer numeric
@attribute maxThreads numeric
@attribute acceptCount numeric
@attribute processorCache numeric
@attribute keepAliveTimeout numeric
@attribute performance numeric

@data
193694,26092,2685,51044,12.768516,762,51937,23937,18100,346,309,19527,1753.4
194624,1916,4761,32414,15.802784,7474,84357,55553,10794,202,7628,64036,2650.9
195527,23873,4808,12663,11.225221,2892,124636,12493,5046,2221,7681,21398,2862.7
195844,17119,18814,193614,22.678688,1635,243696,95706,7705,9308,5896,42863,2716.2
196380,8742,14400,206919,7.687958,9753,137258,21466,3336,685,8575,59173,2622.5
197011,26150,3496,255040,17.193953,987,65680,14045,11856,5193,2597,126987,2016.4
197418,9340,9654,284079,18.038584,72,58424,55087,16447,5389,5912,40574,3047.5
198191,29558,9247,214299,14.137215,5149,239242,88105,13553,9356,526,267265,2636
198905,29811,1040,167425,6.87784,3948,280928,102136,2427,2915,9781,117681,1583.6
199255,22081,3309,209094,8.14807,3696,42825,73053,595,8799,3718,81544,2874.8
200151,28591,2731,166922,20.915557,4411,4359,12454,437,8257,431,25647,2673
200951,23689,9940,169235,19.42061,5175,132424,83728,4666,9330,1493,34432,2729.7
201371,11389,17393,246232,23.937445,9277,174807,62396,18134,5788,4480,37439,2684.9
202046,29291,13341,271420,21.040714,8293,49515,64864,3969,3834,6717,220433,2662.3
202252,11432,5811,75523,2.242822,5126,45445,99490,12189,3127,6515,113287,2478
203286,18784,3342,45012,4.85684,9763,45100,1243,14927,946,7459,283511,1778.6
203519,9903,3579,175043,2.333792,6287,70780,65748,1103,3740,6159,148858,2993.1
204448,15581,17937,252555,4.553584,471,122483,70865,16664,1837,2122,111083,2482.9
204795,14592,13965,94422,15.417866,6632,234877,54051,9925,8333,9086,138566,1716.9
205952,27054,19431,262948,5.189567,2155,74217,25550,2963,4419,8079,244123,2095.4
206594,2492,14682,128224,8.254265,7968,1884,57706,4907,5607,2799,182308,2778.4
207326,29137,15595,78698,15.739988,8972,95949,5234,11935,7454,4420,228251,2377.5
208174,5284,1606,23613,21.568461,1578,35588,93890,4970,3907,2165,8992,2162.4
208511,17533,1573,58256,7.942838,2741,168637,26173,16421,267,9654,249758,2760.3
208878,16735,2307,110233,18.577384,547,164701,56925,14760,5217,7285,76537,2792.6
209802,27992,2762,125011,18.66697,2111,292060,18963,10537,2217,6131,174379,2680.4
210476,25154,18715,88526,8.985481,9967,263498,16436,17949,314,4981,224648,2581.2
210899,1070,5794,94073,5.526912,4427,210903,101556,13924,3454,896,125722,2328.2
211530,25578,11062,219056,12.122168,2187,248821,67502,4266,3196,5307,168088,2494.8
211840,5760,1381,285065,6.780386,645,55990,56437,17711,7369,335,107787,2127.2
212729,28882,10662,87358,1.177955,2211,11114,85253,5792,6364,3178,265803,2935.8
213480,12132,1346,61575,21.519354,4101,208190,100128,6930,173,7014,95312,2451.5
213678,22594,19721,198417,9.307399,7326,67702,36775,7358,8937,8792,132583,2647.2
214381,9007,11084,114591,4.634566,7909,134500,21161,10413,8885,2844,65919,2651.6
215146,9286,19942,170498,4.311638,4342,160445,48960,6746,2946,3588,157774,2826.4
215531,20768,12673,203225,1.343146,683,87682,44375,1789,3869,7165,92595,2428.9
216395,4086,8934,248559,11.98077,5050,177479,8694,2933,1939,2542,160405,2693.1
216861,27439,18541,245140,1.490204,2429,155061,7084,11127,1884,8606,51802,2646.2
217711,22202,8522,207288,23.853832,5968,232185,68716,4505,3528,7264,43342,2427.6
217862,15634,8449,117075,14.168995,3097,70365,7224,15040,2886,5836,132844,2905.9
218637,14801,4275,298508,22.207635,378,251265,97716,11017,6464,4666,106304,2766.5
219197,20202,10280,172805,1.58962,8899,52977,74775,2512,7132,2973,277279,2625.1
219947,24283,7886,38262,16.671215,4272,280342,87463,16965,9393,2529,13911,2017.3
220491,2892,9813,106021,10.383792,9023,34632,67330,11074,3464,7357,28309,2227.2
221361,4891,502,263836,10.65616,6676,276346,3153,8244,7807,2811,296635,2263
221687,15049,11743,155954,21.170661,3795,50427,98044,2026,6306,1371,17028,2793.7
222119,18426,9043,160143,13.696564,7480,130155,6874,14860,645,7313,140165,2536.7
222884,748,13877,43144,13.340215,1116,290682,36157,5810,8600,1908,253786,4036.9
223338,2579,14063,91407,13.127875,7983,233110,25237,15195,3619,1951,32151,1675.7
224310,8503,6429,138081,3.21626,4990,108643,29079,10297,5097,6203,201824,2403.5
224569,4327,9542,145678,23.613383,7124,298681,82700,18041,3301,929,271714,2670.1
225260,16459,11788,234800,5.776489,9385,271923,76197,1338,6082,2192,200328,2108
225748,3804,12888,126024,17.15662,7747,113394,38940,5374,8825,3601,14630,2860.8
226357,8178,15478,128877,6.048642,2261,9454,27576,2194,5374,5432,152597,2663.9
227298,8919,19506,223215,23.481419,4823,120533,31063,14058,8678,9520,5629,3247.3
227655,16519,7980,175992,6.303282,458,78349,73128,9701,7333,5289,142546,2730.8
228458,28725,4873,17265,7.894892,7532,2261,9250,6551,5574,3999,228649,2660.9
229055,18776,4103,230020,14.38517,8944,64113,55464,747,6914,6261,130935,2859.9
229478,29981,13245,73926,2.654087,182,151003,80236,12827,1796,1679,253977,2879.9
230042,3866,8901,245504,6.252764,8671,287944,1717,19478,3024,5452,72056,1770
230895,18555,1921,201214,21.832586,2936,176272,38500,14152,8962,4880,273003,2703.6
231315,7590,9374,4780,16.786849,8197,232905,47092,16911,3624,7563,255769,1290.5
232198,7142,15652,246965,10.192787,6120,32366,24760,17129,9968,9951,100448,2433
232624,7991,4058,46503,19.820799,6656,119513,86860,12509,827,4182,56922,2553.6
233002,1254,3976,270583,18.759146,524,292253,59310,9217,2730,9039,259261,2209.3
233885,3269,701,281742,14.458477,1653,147120,74209,16207,333,3016,245721,2117.7
234554,9526,5285,238486,22.123122,2126,24026,52601,4152,8378,1935,82971,2531.3
234780,25002,15484,251508,2.897298,1981,7392,66221,17014,2439,1267,209227,2247.3
235376,28432,2276,288128,17.364098,8822,57059,95059,15756,5139,3480,157970,2640.8
236020,12340,19344,15353,23.293438,4078,43837,87819,8482,4179,5552,31216,2413.1
236572,10221,15163,247582,10.218014,2093,202454,95868,19290,144,514,88026,2513.8
237176,23996,6495,141835,19.141717,3285,91937,43906,17781,6033,4862,223267,2738.3
237704,10987,8234,66060,1.884995,7954,89931,60087,1965,5466,9416,37199,2663.2
238757,4797,11826,40976,4.096152,4803,215264,2555,19271,1581,4096,177069,2751.6
239067,16765,16770,8882,19.038716,1012,288927,22312,9486,2862,973,141148,2799.9
239537,24162,15258,234197,12.592696,9559,275400,33872,15876,9106,2074,260648,1819.5
240570,2722,19960,86142,22.979756,3383,162988,57387,4866,6271,2942,167727,2174
240709,3626,6604,243372,22.903164,839,145583,79045,13644,4527,2657,49441,3153.8
241340,10633,11959,35489,14.310727,5636,199848,89764,13860,6338,8232,268325,2520.6
242180,13986,2537,44383,18.652858,5355,170892,74070,12881,6067,1199,180816,1845.4
242566,6278,17237,122988,22.036399,3823,242790,5894,11697,1083,830,221778,2778.6
243466,5218,8366,146899,1.289894,1303,13466,85766,5251,411,2294,163051,2707.4
243610,1488,2634,75957,16.477605,8101,33053,11686,6761,5990,469,226588,3210.8
244414,29016,8132,137097,6.447749,1591,37863,29325,15909,8515,54,101092,2681.1
244977,20112,16849,52252,23.035178,9104,97648,15949,6814,547,9318,270989,2703.5
245909,12650,17718,165918,3.780022,315,168242,80041,9879,4341,8682,242370,2490.8
246088,17023,5695,30210,2.185671,8411,195443,17043,8752,3220,3565,263292,2631.5
246690,23137,12401,49674,13.463928,6768,227501,12267,12467,6982,6698,68938,2655.8
247555,4252,8344,201602,7.64412,731,265434,24110,10715,2002,386,62535,2719.5
248135,3111,16325,267932,11.004529,3877,254409,20755,13511,1676,4234,175475,2640.4
248580,13543,2675,31314,17.62262,3726,48076,88346,17207,3773,7659,29196,1543.3
249030,19060,1059,146154,22.375207,5220,284693,2912,1129,6100,8145,208732,2871
250087,13127,13017,267404,3.674952,9323,34132,43217,11763,2755,6762,71078,2393.1
250297,12401,7438,47536,3.827389,7449,41920,56298,19681,2761,8378,164272,2717.9
250929,23620,13959,140975,22.113031,818,144838,21732,17895,1184,7375,219426,2679.6
252241,17374,1085,185578,20.210435,2440,163980,40870,18665,4325,8861,186882,2995.6
252651,22413,14604,178479,1.9609,6245,224152,37839,7451,3264,4011,147591,2387.4
253404,878,18500,136701,13.855764,3973,5149,355,14204,7934,786,144047,2650.2
253943,2407,1502,176961,14.239045,875,189334,38629,16835,9249,623,275744,2424.6
254401,20521,6293,231166,4.410092,7063,154402,48113,13040,9221,4301,44152,2502.1
255316,27369,3727,110558,20.983672,2064,88007,83235,9009,1349,2231,176241,1919.9
256105,8529,9635,257884,23.688269,880,244493,75539,12431,8776,6675,207506,2778.1
256218,8280,18283,172760,7.177717,7724,170481,71476,12102,386,1622,53146,2287
257393,29464,4340,37281,12.343335,3540,120978,89678,19151,258,7186,190123,2741.6
257450,20336,14295,33018,19.728259,9565,140210,29990,6130,6422,6387,23145,2133
258326,23797,1914,133746,15.540788,1902,51814,46353,17369,3806,1380,80091,2894.8
258627,18963,15826,50940,5.027231,2558,8203,67033,699,7007,729,101442,2534.6
259593,80,17101,161949,16.618992,2732,188667,70200,5486,3720,7559,115996,4340.1
260332,13358,16455,156171,13.965443,6274,255467,38165,10935,8261,6997,205026,2512.6
260543,3907,1473,229014,23.147452,7899,26977,33011,5105,5347,1167,275261,2697.7
261063,1601,12393,277929,16.706437,2675,22493,15674,8982,7061,3282,272380,2188
261923,18712,6999,143157,10.750233,3917,106333,91270,7781,4840,6363,285207,2674.9
262658,13389,521,69144,15.364161,7180,206418,638,910,4545,3857,221382,2773.7
263336,18291,5667,225843,18.55528,392,291546,49906,14990,1459,1584,218193,2123.8
263795,7730,4625,84469,17.947989,7162,289441,2724,3726,4619,9919,16367,2917.8
264234,17502,3433,3577,11.595886,6583,61817,66851,16533,9938,9332,1755,4289.4
265149,24465,14535,194828,14.572086,7812,104775,91842,1512,8350,8412,173608,2489.8
265362,2672,11193,69884,1.986078,3414,31960,27120,7283,4155,580,257195,2330.1
266118,23334,16278,123852,9.491622,672,194662,85816,10113,3356,2494,156469,2694.5
266577,7944,8967,171292,21.495168,7050,71415,72218,5916,8060,1892,142847,2685.1
267373,14305,9429,42561,16.443854,7656,181035,58716,19945,4951,9257,66403,2138.7
267848,790,10956,44787,15.684235,3593,197068,94775,18900,4891,750,39739,3348.2
268470,8069,3254,92362,12.413576,6827,205726,60486,13049,2676,2020,67536,1872.3
269058,17599,17662,16016,14.932796,5425,5982,3972,6018,2966,4130,281418,2728.2
269672,5986,7786,123417,8.529939,2251,99829,150,531,5869,3402,112131,2649.1
270330,11975,6920,299058,3.205413,9248,99247,51225,19854,9362,7517,295559,2106.6
271103,17410,5602,284548,7.561172,3469,252251,80753,11262,9268,6892,73739,2821.3
271781,10028,878,237901,9.235511,3570,190567,1010,2578,3077,2868,36370,2673
272107,28316,17969,5623,5.173177,5617,130832,82380,3283,2693,9063,47663,2470
272931,2392,19917,77554,4.207144,5305,80936,101281,13681,4624,8512,137774,2591
273218,29612,17493,188498,6.151539,5269,68467,24316,6234,9097,7052,270028,2488.6
273979,13261,8501,216644,14.024991,7355,158367,5972,13912,7566,3917,22460,2696.7
274314,2289,11572,135180,12.997937,8475,240109,13338,11882,8164,9365,115378,2401.4
275266,28084,1545,105515,20.708316,6051,114965,19303,7981,6749,8662,79271,2667.9
275868,24184,12700,132750,21.097478,1662,185321,66645,5725,6778,5214,151408,2888.8
276230,22552,3081,212179,21.876168,2349,47295,37475,7861,2520,4288,231137,2607.5
277168,5828,11314,187823,13.540946,6749,138827,38763,5531,9146,2506,213633,2670.8
277693,3121,16171,106447,5.916567,3357,180251,38000,18962,9765,7115,82309,2584.1
278113,20046,14745,200600,21.69949,2565,20921,74434,10644,2478,1113,135128,1257.4
278861,1404,15758,473,17.019941,4616,178375,51532,8202,8951,2702,10217,2999.9
279362,2781,9451,55776,13.186753,3459,182604,51690,1452,3407,6587,118606,1995.2
279797,29418,12540,157149,17.87457,4543,148525,83860,3176,1406,3519,55194,2906.1
280545,15898,1691,215454,1.07894,6399,295829,59670,7675,4282,4915,120299,1949.6
281036,22274,1658,98899,19.547288,2526,139645,92899,9977,85,6941,105898,2486
281800,29342,6007,274040,4.628851,8449,63004,5389,2381,2195,17,125000,2327.8
282409,11076,17424,286973,8.626219,8336,76402,78632,17646,2711,6877,183964,1551.3
282668,13441,4476,262364,16.995372,4974,53035,45562,18252,4245,4628,108417,2743
283236,22491,14191,150921,3.033776,8698,17819,36633,13116,5826,4355,48028,2164.3
283891,14999,15027,3698,7.73344,9148,294374,79313,9587,7799,9154,129520,2460.6
284465,10436,2901,78439,16.941714,486,40782,39467,4359,7992,8112,266555,2012.1
285245,21891,13532,290425,6.982982,637,181893,59395,16561,2051,4735,203712,3073.9
285618,9454,13584,16758,4.893467,3206,203777,12991,7128,1706,3272,283903,2765
286470,20890,372,296927,9.600846,419,195163,25738,10213,9688,7240,80618,2667.4
287001,24677,7959,131882,7.832545,356,121850,35359,12705,6224,5628,194767,2141.3
287706,4827,9230,24541,20.955224,9827,179103,80982,5424,3798,209,29615,2734.7
288570,14110,18202,213940,4.169233,567,126776,25030,16062,9837,8902,276920,2631.3
289018,6127,17341,139444,22.163579,6941,248082,91524,14491,4514,8540,72802,1846.6
289583,18079,18256,239852,15.529371,290,153657,50581,12156,596,8487,156919,2856.5
289911,29189,14472,124653,16.528577,3428,16740,63984,10275,1329,9208,127836,2525.7
290945,4435,7052,278875,10.544452,8276,151543,18533,6252,7493,3209,216165,2610.4
291103,14897,7837,27653,7.978046,9046,36228,4403,7244,4591,186,70218,2607.6
292073,24914,9685,134750,14.853803,935,149144,52385,15304,4300,800,298701,2721.2
292586,3339,7136,90356,5.988452,4387,185006,45335,2110,3048,4954,92172,2673.2
292884,6901,8277,36284,11.641118,4682,213620,61115,10002,3322,4392,294644,1377
293523,8871,16027,79427,9.940913,9426,83826,47818,15587,4267,4830,190394,2529
294237,17217,13638,293608,11.87308,8064,224838,10946,3250,4231,7726,59714,2847.5
294911,10853,16610,25353,19.388254,7921,205426,71112,2846,4182,7412,170517,2664
295730,24742,6,5246,2.233344,4856,149489,69663,17588,2840,5669,291266,2941.1
295870,5624,8800,143994,5.311112,1222,137648,9018,14309,3956,8807,88659,2796.3
296485,23053,16294,137516,9.780645,4203,214489,6635,5185,3938,6116,247804,2607.5
297376,23398,12342,232102,19.090591,4880,25030,71873,3207,7473,291,77409,2603.2
298121,11220,18137,52931,8.73526,6447,13894,26253,10080,8629,3804,117456,2087.5
298603,14346,17276,73447,9.610497,7271,299970,100601,3455,2095,2254,135724,2556.5
299047,18193,12486,159387,10.933623,2229,149999,77162,14660,9063,4641,268097,2617.5
299995,21231,15401,141121,1.845626,5679,54401,96134,7070,5448,8888,234376,2782.9
55,26406,18221,167146,12.622269,9997,142964,65898,5493,2733,6156,94195,2733.3
733,21809,11073,143388,4.356741,3810,113172,36197,17808,8451,4321,163024,2586.2
1503,17144,1406,239876,11.9409,7066,209775,57242,5272,3634,3912,246243,2585.6
2232,25680,11034,49330,11.129464,4662,78841,43530,10001,2862,5704,20541,2820.2
2647,25331,18907,157977,10.137613,1577,195389,69247,312,9923,3327,212146,2213
3495,8562,3773,189919,19.136721,1438,260566,70269,8869,7501,3756,280639,2901.6
3794,19644,2219,193917,22.808107,9953,150247,74807,5401,231,9275,7584,3067.2
5041,10863,1399,22269,19.176003,658,114606,14078,1753,5570,7714,38850,2736.2
5740,2717,17042,235889,2.203404,4484,86691,58846,11138,7062,4581,76985,2102.7
6564,18325,19481,178402,7.351503,4603,172391,4002,131,8817,9243,44413,1884.6
6662,29590,10196,282377,15.376542,7343,274621,39145,5659,3940,8957,10273,3098.5
7215,28347,7047,27526,17.05174,8060,240095,17359,13281,2921,8475,1463,3671
8250,27822,8864,225557,22.283312,3033,180418,23129,6309,3203,3954,167661,2603.3
8951,19415,18174,20095,18.994738,3226,81331,26660,12311,7270,5361,291371,2352
9404,25822,5843,278058,17.613773,5907,169681,16262,9066,5365,8213,129450,2662.5
9608,26178,14289,264611,21.670458,1298,229694,41336,11282,1987,6450,258898,2450.5
10365,9828,5061,105486,20.778197,1376,132034,69214,8909,358,6496,292004,2656.4
11019,1057,2776,179176,20.081844,5602,212755,13731,5167,8137,3483,177761,2463.1
11670,9467,2728,100409,19.862705,5999,199450,10862,3656,3296,4095,237611,2758.3
12091,6168,13504,55666,17.90834,4590,78153,17922,10849,8843,3080,139914,2715.2
13124,9862,17434,38465,5.639145,5004,44289,91871,6734,9376,1199,250659,2445.3
13556,12246,7987,87026,7.927805,7991,201837,29204,18994,8365,2624,249647,2833.6
14112,2793,16147,206826,21.47991,2335,43685,9089,13236,1141,7042,30822,2112.2
14498,11293,6293,232256,2.544285,7635,172931,48515,14511,3031,6030,263755,2533.4
15494,7498,4915,216400,20.719895,4505,34106,71056,945,2279,3729,285059,2744.6
15678,26990,2074,218659,6.824579,2749,202653,39434,5973,2431,1264,236783,2772.3
16301,2359,4132,140697,3.083287,6485,107905,41431,2785,170,6239,236041,2630.2
17242,28470,6870,145045,6.226044,571,102304,96904,11792,1123,1770,230693,2006.8
17800,5437,2022,255037,3.516372,5554,43120,63210,7179,6403,982,219897,2757.2
18362,22236,3675,98952,15.863592,6471,80552,61254,10809,7217,704,200073,2404.2
18827,3336,237,238138,5.097077,9515,226739,76159,1572,9604,160,83784,2618.7
19278,21014,4277,190886,2.379314,8399,285459,99214,19588,2337,7186,243123,1880.3
20046,29857,695,266643,12.751421,2050,60197,75870,1136,864,4922,208703,2855.8
20988,732,9609,36333,15.223684,72,4324,5580,19335,1639,5758,168640,1801.5
21360,2406,55,60740,17.41458,1,134785,62060,8995,3044,2284,283732,2018.1
22156,1231,9914,71043,6.77479,1519,254722,53544,19411,4974,4444,203940,4314
22619,22574,5121,295333,4.727763,8444,177356,15527,15320,653,6809,199219,2632.5
23202,16202,13079,279452,14.433521,9014,268932,95796,11108,3394,2196,224034,2513.6
23541,4414,16704,16006,20.233587,7744,91244,91476,10720,5078,9603,203198,2583.9
24222,4273,9318,233433,14.082184,4181,61163,88579,13183,832,1418,218297,2237.9
24903,16715,6011,28150,16.832156,5159,132572,32850,18787,1833,5225,185270,2712.1
25202,28079,8398,23530,19.627464,9441,29751,70468,16230,197,1841,11257,1451
26022,17557,15333,66791,9.383525,664,120601,1775,11811,7895,4203,729,2667.6
26900,29535,6794,47994,15.142199,8351,159227,37159,18681,4736,5489,169224,2599.6
27471,15083,1504,204788,3.445767,9734,148101,26118,17286,6143,8199,18438,2420
27931,9108,16459,33461,8.275901,1768,31039,54267,16460,3547,6843,243709,1910.9
28351,4213,18829,120641,8.743308,9190,203623,99835,3615,5029,3306,207372,2286.7
29338,23464,5528,229275,13.559469,8332,171927,93116,4984,2369,6012,271231,2431.2
29778,29271,13896,51472,1.403757,5437,8238,61988,2564,1806,8244,125028,2534.3
30498,11198,17663,274619,23.239045,7902,238129,8423,707,7793,9842,232969,1711
31192,4741,4941,43732,21.058902,3905,62128,71988,10507,9154,1698,146684,2659.6
31521,19144,8749,182556,9.807455,1066,177550,24015,9726,9303,9890,265780,2942.4
32046,29070,12427,290080,2.739078,9084,38986,47259,1828,3485,4233,235450,2502.5
32912,5842,2859,164418,11.773181,410,268441,74221,5040,6607,4664,137091,2972.9
33596,8779,11982,113305,5.181602,7099,80058,88904,12200,3175,3635,251181,2158.7
34151,11374,4977,16583,5.308306,7001,25970,53103,11715,2038,2219,289536,2566.5
34439,26046,3127,46820,4.117472,1458,126826,40468,17128,1240,6385,227878,2517.5
34839,8272,12903,161546,19.564385,2916,275660,27685,9701,9392,6478,139724,1938.9
35814,25199,3610,248705,6.250017,3485,114008,50263,2904,5776,2949,98758,2765.3
36200,19768,7721,83234,11.376679,4025,75548,34605,17550,9891,6538,74291,2074.5
36834,8908,15175,242748,12.140699,9064,189688,36270,15502,3916,2479,279726,2554.8
37265,14342,14962,288585,12.4147,4472,92119,90563,10545,9208,5117,276161,2597.6
38344,29458,19154,286915,17.984767,550,249172,94780,16851,5871,3878,256130,2646.7
